Chromosome	Start	Stop	Strand	Gene Symbol	gene_biotype	gene_name	gene_source	TB66RL	TB66RR	TB65RL	TB61RR	TB68RR	TB61RL	TB64RL	TB64RR	TB65RR	TB68RL
6	106710357	106749038	-	Il5ra	protein_coding	Il5ra	ensembl_havana	0.00935023	0.0001	0.0108355	0.0001	0.0001	0.063393	0.0217512	0.065834	0.0335605	0.0001
3	89864059	89913197	-	Il6ra	protein_coding	Il6ra	ensembl_havana	0.0741018	0.123118	0.128926	0.1337	0.0548125	0.105588	0.292392	0.216083	0.133942	0.127646
13	112464070	112510087	+	Il6st	protein_coding	Il6st	ensembl_havana	40.8585	41.94	37.0267	39.9354	39.6228	42.7431	39.4702	41.8063	38.982	38.5829
3	7569994	7613761	-	Il7	protein_coding	Il7	ensembl_havana	0.0001	0.0264609	0.0001	0.0223667	0.0110425	0.0001	0.0542281	0.0001	0.0447141	0.0001
15	9505788	9530177	-	Il7r	protein_coding	Il7r	ensembl_havana	0.00935023	0.017674	0.0001	0.0001	0.0110425	0.0001	0.0001	0.065834	0.0447141	0.0107289
11	32187541	32200280	-	Il9r	protein_coding	Il9r	ensembl_havana	0.721618	1.0106	0.869675	0.712634	0.744189	0.865104	0.725416	0.760736	1.07084	0.861036
16	36693978	36726805	+	Ildr1	protein_coding	Ildr1	ensembl_havana	0.0001	0.0352479	0.0001	0.0001	0.0329275	0.0317465	0.0542281	0.0001	0.022407	0.0107289
1	166254139	166316824	+	Ildr2	protein_coding	Ildr2	ensembl_havana	17.6311	17.2753	15.6632	15.5756	15.5713	15.4436	16.0329	17.0064	17.9461	15.2738
3	90476126	90488380	+	Ilf2	protein_coding	Ilf2	ensembl_havana	36.52	39.1111	39.4211	41.7616	40.7064	45.0642	40.4875	36.7079	39.5618	40.3048
9	21367871	21405362	+	Ilf3	protein_coding	Ilf3	ensembl_havana	39.8502	39.691	42.9742	41.6946	38.9445	41.9949	41.7004	38.0882	39.4947	38.8805
7	105736592	105742926	+	Ilk	protein_coding	Ilk	ensembl_havana	14.7066	15.9045	13.6664	17.1669	16.9894	20.2503	18.1093	15.4887	16.9525	16.3672
1	91373861	91398816	-	Ilkap	protein_coding	Ilkap	ensembl_havana	13.6442	14.0856	13.3014	15.8762	14.291	17.6588	14.0301	12.0858	14.9793	13.9664
17	27751235	27820649	-	Ilrun	protein_coding	Ilrun	ensembl_havana	31.6821	34.7523	30.5856	36.1394	30.7484	38.0393	35.7357	31.6087	33.4378	34.693
10	118289629	118295039	-	Iltifb	protein_coding	Iltifb	ensembl_havana	0.0219459	0.0471555	0.0001	0.0306466	0.042345	0.0409416	0.0588567	0.0564434	0.0545837	0.0213577
10	78574346	78584503	+	Ilvbl	protein_coding	Ilvbl	ensembl_havana	4.11645	5.11412	4.46606	6.40177	4.7382	6.45598	4.95824	4.3855	5.21995	5.11258
2	105904638	105965559	+	Immp1l	protein_coding	Immp1l	ensembl_havana	1.55839	1.96481	1.79407	2.33521	2.35625	2.08873	1.96314	1.68383	1.98134	2.35658
12	41024090	41955589	+	Immp2l	protein_coding	Immp2l	ensembl_havana	1.11013	1.10726	1.06291	1.78143	1.26943	1.62462	1.23422	1.17392	1.42775	1.2543
6	71831331	71877389	+	Immt	protein_coding	Immt	ensembl_havana	52.3102	54.8831	51.7234	54.9434	53.7386	55.2972	54.4748	52.6533	54.1059	53.612
9	56937475	56938399	+	Imp3	protein_coding	Imp3	ensembl_havana	1.37825	1.73982	1.58895	1.99282	1.68511	2.46839	2.00275	1.51173	1.98543	2.22153
1	34439851	34449357	+	Imp4	protein_coding	Imp4	ensembl_havana	9.07457	10.2809	9.53322	10.0758	9.54196	9.33581	8.73638	8.94931	9.22406	10.2463
3	10311956	10331440	-	Impa1	protein_coding	Impa1	ensembl_havana	18.7504	18.4352	17.413	17.8135	18.5551	17.2053	18.5444	17.1566	18.1672	18.5684
18	67289186	67322473	+	Impa2	protein_coding	Impa2	ensembl_havana	0.157354	0.193414	0.150397	0.2339	0.197065	0.221625	0.281566	0.244255	0.278938	0.350852
18	12955852	12992951	+	Impact	protein_coding	Impact	ensembl_havana	53.0406	58.5477	54.504	64.6183	58.8601	66.7424	58.9567	56.2395	58.6783	59.0854
4	4762484	4793356	-	Impad1	protein_coding	Impad1	ensembl_havana	34.3925	31.1324	33.5592	33.6896	33.9437	32.7859	32.6069	32.7075	33.7953	31.8229
6	29200434	29216365	-	Impdh1	protein_coding	Impdh1	ensembl_havana	82.8821	101.1	96.0173	111.146	105.945	126.714	109.272	93.012	111.387	107.914
9	108560286	108565585	+	Impdh2	protein_coding	Impdh2	ensembl_havana	3.08648	3.83911	3.00891	3.43124	2.62802	4.19406	4.09634	3.42198	3.55873	3.32022
8	100030558	100032103	+	Impdh2-ps	processed_pseudogene	Impdh2-ps	havana	6.37671	6.0816	5.56894	6.21042	6.12618	6.70307	6.28564	6.52282	5.98887	6.75613
9	80313330	80465482	-	Impg1	protein_coding	Impg1	ensembl_havana	76.8347	74.6647	70.0806	65.1858	77.6813	67.9021	71.5692	80.6862	69.0072	72.0321
16	56204313	56273757	+	Impg2	protein_coding	Impg2	ensembl_havana	186.472	185.551	190.554	210.592	200.677	203.106	200.396	188.223	198.257	201.468
19	47014698	47025328	+	Ina	protein_coding	Ina	ensembl_havana	16.669	16.7481	16.3717	14.106	16.2606	15.3486	15.7406	16.5557	16.2396	16.613
7	16272013	16273618	-	Inafm1	protein_coding	Inafm1	ensembl_havana	2.46991	3.304	2.9953	3.8077	3.30473	4.9053	3.44265	2.66702	3.32385	3.18876
2	118745758	118748811	+	Inafm2	protein_coding	Inafm2	havana	10.8136	11.2299	12.7431	11.7792	11.5991	10.6017	9.41839	11.419	11.5105	10.7778
11	70688361	70700156	-	Inca1	protein_coding	Inca1	ensembl_havana	0.222105	0.386727	0.365107	0.2673	0.273662	0.495895	0.357345	0.460238	0.256631	0.478399
19	9872296	9899552	-	Incenp	protein_coding	Incenp	ensembl_havana	4.88422	4.53417	4.40165	4.69837	5.14306	5.12683	3.95146	4.23524	4.80727	4.98502
12	112588784	112615558	+	Inf2	protein_coding	Inf2	ensembl_havana	2.95092	3.04918	2.76986	2.82797	2.68101	3.18584	2.91219	3.32436	3.25693	3.63517
8	11555571	11563252	+	Ing1	protein_coding	Ing1	ensembl_havana	7.03952	6.57276	6.96744	6.98069	6.55467	8.14381	6.80941	5.72835	6.1457	5.83535
8	47667178	47675557	-	Ing2	protein_coding	Ing2	ensembl_havana	8.03856	8.5937	8.05173	9.96443	9.16989	9.45179	8.42239	8.60188	8.42103	7.91857
6	21949571	21976039	+	Ing3	protein_coding	Ing3	ensembl_havana	8.26981	7.6184	8.00878	8.73979	9.88118	8.35475	8.10848	8.11356	8.55485	8.25873
6	125039760	125049266	+	Ing4	protein_coding	Ing4	ensembl_havana	11.1299	13.2724	14.1712	14.2191	14.2938	16.0212	14.3152	12.5474	14.4128	15.2552
1	93803965	93822102	+	Ing5	protein_coding	Ing5	ensembl_havana	5.85551	6.39697	7.09628	8.59503	6.78447	9.02993	6.60373	6.23544	7.04914	6.5156
1	75507077	75510367	+	Inha	protein_coding	Inha	ensembl_havana	1.53564	2.14412	1.32057	1.42517	1.41168	2.04657	1.41826	1.42747	1.60621	1.57317
13	16011851	16031622	+	Inhba	protein_coding	Inhba	ensembl_havana	1.16563	1.4148	1.25615	1.2693	1.13812	0.822908	1.34248	1.20209	1.69543	0.92481
1	119415465	119422249	-	Inhbb	protein_coding	Inhbb	ensembl_havana	1.02688	1.13362	0.826733	1.12457	1.06152	1.22376	1.20174	1.26783	1.03738	0.839779
4	59769637	59801590	-	Inip	protein_coding	Inip	ensembl_havana	10.8691	9.41974	10.2525	7.97158	8.77598	8.89276	7.98939	9.71933	9.40251	8.70512
9	107984223	107985880	-	Inka1	protein_coding	Inka1	ensembl_havana	0.0741018	0.158266	0.0323065	0.0780334	0.0110425	0.116137	0.0109256	0.065834	0.0447141	0.0213577
3	105704599	105720843	+	Inka2	protein_coding	Inka2	ensembl_havana	34.0967	34.2775	29.7158	32.1085	31.0442	37.0905	36.4394	35.4866	30.293	31.3656
6	55170626	55175044	-	Inmt	protein_coding	Inmt	ensembl_havana	0.0001	0.017674	0.043042	0.0001	0.0001	0.0317465	0.0001	0.0470528	0.0112535	0.0001
2	119373042	119477688	-	Ino80	protein_coding	Ino80	ensembl_havana	21.0903	22.1961	21.3101	22.6562	21.2616	23.3552	20.0599	20.7911	19.9093	22.0122
6	83121765	83125432	-	Ino80b	protein_coding	Ino80b	ensembl_havana	3.15443	2.62741	3.07045	2.09317	2.63724	2.00438	1.74303	2.67641	2.17504	2.31719
18	24104757	24121954	-	Ino80c	protein_coding	Ino80c	ensembl_havana	8.40858	9.47242	10.274	11.0109	9.96876	11.1712	9.69985	9.94474	9.31332	8.8433
1	62958418	63114668	-	Ino80d	protein_coding	Ino80d	ensembl_havana	51.041	54.7699	50.7692	55.9015	55.1827	53.0607	53.022	50.1737	53.124	53.7812
1	63113078	63158291	+	Ino80dos	lncRNA	Ino80dos	havana	3.31168	3.3743	4.05812	3.41803	3.55641	4.4728	2.96632	3.14594	3.93729	3.6458
7	126850960	126862378	-	Ino80e	protein_coding	Ino80e	ensembl_havana	16.2435	15.3861	15.4378	13.5048	14.2801	13.4921	15.3075	15.8138	13.7747	14.4235
1	52785427	52817689	-	Inpp1	protein_coding	Inpp1	ensembl_havana	19.7955	20.8076	23.0921	23.0908	22.7496	24.2835	20.1899	18.7342	22.2626	20.3543
1	37299865	37410737	+	Inpp4a	protein_coding	Inpp4a	ensembl_havana	13.4222	15.5619	13.1189	14.1951	14.8162	16.0765	14.4956	14.0672	15.1577	14.6998
8	81342556	82127915	+	Inpp4b	protein_coding	Inpp4b	ensembl_havana	28.1857	27.6877	25.7116	28.0673	27.8378	27.1948	25.7433	26.5472	26.88	27.7733
7	139389109	139579653	+	Inpp5a	protein_coding	Inpp5a	ensembl_havana	5.42074	7.12635	5.22828	5.0435	5.31816	4.4728	6.15987	5.27759	5.64378	5.82471
4	124741850	124801512	+	Inpp5b	protein_coding	Inpp5b	ensembl_havana	14.3472	15.5267	13.5698	16.5665	14.3676	15.4752	15.589	14.3958	14.3994	14.8699
1	87620312	87720508	+	Inpp5d	protein_coding	Inpp5d	ensembl_havana	0.749369	0.790928	0.569081	0.757167	0.777017	1.00224	0.952755	0.582315	0.524315	1.06299
2	26396249	26409204	-	Inpp5e	protein_coding	Inpp5e	ensembl_havana	9.42612	9.01552	9.03937	8.80657	9.61852	9.63118	9.87303	9.61604	9.82636	9.19403
7	128611328	128696426	+	Inpp5f	protein_coding	Inpp5f	ensembl_havana	19.2035	19.05	20.3008	18.3144	18.7117	19.41	19.1612	19.3165	20.0986	18.2285
11	3494375	3504822	-	Inpp5j	protein_coding	Inpp5j	ensembl_havana	1.65589	1.95959	1.76072	2.2379	1.96975	2.14151	1.64559	1.23966	1.91851	1.94518
11	75630988	75648872	+	Inpp5k	protein_coding	Inpp5k	ensembl_havana	17.927	20.0784	17.4452	21.1311	19.8059	23.9566	21.2291	18.1991	18.9499	19.5889
7	101822632	101838230	-	Inppl1	protein_coding	Inppl1	ensembl_havana	10.3974	9.96456	7.48274	8.99584	7.7255	9.51516	11.0422	8.36709	8.68869	8.14179
7	142678656	142743382	-	Ins2	protein_coding	Ins2	ensembl_havana	0.0371009	0.00888698	0.0001	0.0112333	0.0001	0.0106488	0.0001	0.0470528	0.0001	0.0001
7	114743694	114850384	+	Insc	protein_coding	Insc	ensembl_havana	0.138853	0.29007	0.0752484	0.256167	0.339317	0.432602	0.130007	0.272427	0.212017	0.255192
5	28071363	28078663	+	Insig1	protein_coding	Insig1	ensembl_havana	20.0731	21.1679	25.9585	21.4763	21.0206	20.2538	18.1114	18.415	26.7459	20.8114
1	121304353	121332590	-	Insig2	protein_coding	Insig2	ensembl_havana	5.763	7.97868	6.51654	7.89364	6.6422	6.96232	5.65108	5.62505	7.97487	7.8442
8	71689214	71690576	+	Insl3	protein_coding	Insl3	ensembl_havana	0.00931666	0.00231876	0.0645129	0.0215507	0.0295425	0.00744266	0.0649618	0.0095865	0.00765709	0.0107259
4	103017872	103026843	-	Insl5	protein_coding	Insl5	ensembl_havana	1.03613	0.922733	1.49233	1.35837	0.8755	1.48748	1.15844	1.18331	1.03738	0.690975
19	29321344	29325357	-	Insl6	protein_coding	Insl6	ensembl_havana	0.00935023	0.0352479	0.021571	0.0891667	0.0329275	0.0422953	0.0325769	0.00949057	0.022407	0.0319866
2	146221921	146225021	+	Insm1	protein_coding	Insm1	ensembl_havana	7.39103	8.12806	5.11019	5.2105	5.7668	5.89689	8.93124	7.59707	5.878	6.52621
12	55599427	55602087	+	Insm2	protein_coding	Insm2	ensembl_havana	0.0371009	0.0967568	0.0645129	0.0446334	0.065755	0.0528441	0.0434025	0.103396	0.0447141	0.0638731
8	3122061	3279618	-	Insr	protein_coding	Insr	ensembl_havana	55.5106	57.6251	46.56	59.2519	54.089	59.9489	58.5991	55.7237	54.24	55.2701
3	87796951	87816102	+	Insrr	protein_coding	Insrr	ensembl_havana	0.582865	0.799715	0.579817	0.634701	0.952097	0.759615	0.617161	1.12697	0.647004	0.871666
9	58488603	58499781	+	Insyn1	protein_coding	Insyn1	ensembl_havana	7.28924	7.21421	6.57019	6.09004	6.00754	6.64585	6.87437	6.00068	7.04914	5.76095
7	134881926	134938431	-	Insyn2a	protein_coding	Insyn2a	ensembl_havana	13.1539	12.9521	12.0668	11.9573	13.1749	12.2367	12.5903	14.5461	12.1686	12.5103
11	34314758	34422641	+	Insyn2b	protein_coding	Insyn2b	ensembl_havana	3.06193	3.52367	2.39411	3.0061	3.28284	2.52127	2.54412	3.11777	2.6881	2.84864
5	139751282	139775675	-	Ints1	protein_coding	Ints1	ensembl_havana	27.4363	31.3607	28.3311	30.5612	27.1922	33.2187	31.6434	28.6977	30.5051	32.503
8	68793929	68831668	+	Ints10	protein_coding	Ints10	ensembl_havana	13.6627	13.5145	13.7308	13.7943	13.9408	13.5026	13.911	12.7994	13.8081	14.3171
4	155869546	155889104	+	Ints11	protein_coding	Ints11	ensembl_havana	5.82776	6.66942	5.49668	6.43516	6.70786	7.72185	6.95015	5.98189	6.15685	7.02576
3	133091840	133110989	+	Ints12	protein_coding	Ints12	ensembl_havana	6.74352	6.01918	6.94596	6.92503	6.10601	6.61421	5.98666	6.92094	7.78525	6.45182
6	146549632	146577836	-	Ints13	protein_coding	Ints13	ensembl_havana	29.388	29.3661	28.782	31.2624	28.3741	32.1212	31.0372	31.4305	30.2485	30.3136
9	64960905	64986979	+	Ints14	protein_coding	Ints14	ensembl_havana	5.7056	6.94794	7.09385	6.35158	6.99523	6.52658	5.84153	6.20726	6.77763	6.73859
11	86210681	86257576	-	Ints2	protein_coding	Ints2	ensembl_havana	15.9012	15.1224	17.6278	17.4127	17.7378	17.5322	17.018	14.8278	17.8903	16.8149
3	90391388	90433623	-	Ints3	protein_coding	Ints3	ensembl_havana	14.0789	14.9116	12.7753	16.2214	15.1116	16.2136	15.7622	12.9873	14.6112	15.1037
7	97480956	97541396	+	Ints4	protein_coding	Ints4	ensembl_havana	17.0297	17.9081	15.8993	17.6464	18.9634	17.6377	18.1546	16.9689	17.7119	18.0372
19	8893005	8897889	+	Ints5	protein_coding	Ints5	ensembl_havana	5.34475	6.44974	5.04573	6.28996	5.11025	6.06568	7.00412	5.98189	5.97838	6.16466
14	62676330	62761170	-	Ints6	protein_coding	Ints6	ensembl_havana	36.335	36.1497	35.2019	35.6045	36.7888	35.9297	38.2036	33.7028	34.7322	35.2135
X	56454857	56507844	+	Ints6l	protein_coding	Ints6l	ensembl_havana	23.0516	25.4209	23.5324	26.4305	25.7697	25.5599	24.9207	22.237	25.6088	24.1062
1	191575636	191623689	+	Ints7	protein_coding	Ints7	ensembl_havana	15.115	17.0469	16.1999	18.4814	15.5493	17.8381	16.704	15.2974	15.537	16.3898
4	11199158	11254259	-	Ints8	protein_coding	Ints8	ensembl_havana	19.1018	17.9871	18.6584	17.2456	18.6242	15.3698	17.7217	17.7012	17.2881	20.737
14	64950045	65039833	+	Ints9	protein_coding	Ints9	ensembl_havana	5.8555	6.24764	5.61475	5.64471	6.36864	5.53823	6.5929	6.17909	5.91146	7.13206
3	40531286	40704775	+	Intu	protein_coding	Intu	ensembl_havana	9.25959	10.0349	9.45808	10.2205	10.5158	10.7388	7.50225	9.11834	9.27981	10.1506
4	48279760	48431955	+	Invs	protein_coding	Invs	ensembl_havana	5.67048	5.79072	4.61636	5.90077	5.08836	5.33781	5.6619	5.13675	5.29802	4.94252
9	108002501	108048783	+	Ip6k1	protein_coding	Ip6k1	ensembl_havana	62.434	77.8482	61.3612	83.5514	65.8569	88.9871	77.1628	64.2053	66.5301	76.2932
9	108783796	108806338	+	Ip6k2	protein_coding	Ip6k2	ensembl_havana	45.3912	47.1775	53.6667	56.1899	71.8373	60.1496	74.5781	67.1146	54.9981	66.1541
17	27143965	27167796	-	Ip6k3	protein_coding	Ip6k3	ensembl_havana	0.268357	0.351579	0.375842	0.3007	0.30649	0.400955	0.335694	0.460238	0.301245	0.531543
10	6885796	7052479	-	Ipcef1	protein_coding	Ipcef1	ensembl_havana	2.92317	3.01404	3.76826	3.05063	3.26096	3.04871	3.05292	2.77971	3.06732	3.45448
10	71347763	71433328	+	Ipmk	protein_coding	Ipmk	ensembl_havana	66.2048	66.1229	64.0693	69.1277	70.6775	71.0781	68.2771	65.5845	65.3479	69.5771
13	106794439	106936959	-	Ipo11	protein_coding	Ipo11	ensembl_havana	13.4583	14.4165	14.7642	16.0524	13.928	15.578	13.1991	14.2326	14.3039	13.7644
4	117894486	117915000	-	Ipo13	protein_coding	Ipo13	ensembl_havana	11.7664	13.2245	10.6068	12.6476	13.2077	14.5997	14.6255	12.6398	11.9901	14.6785
14	55625400	55635958	-	Ipo4	protein_coding	Ipo4	ensembl_havana	6.83917	7.43962	6.29251	7.58217	6.86681	7.34487	7.51601	6.57291	7.64102	7.24857
14	120911224	120948000	+	Ipo5	protein_coding	Ipo5	ensembl_havana	26.2975	28.2839	26.6993	31.8285	27.4439	31.2453	27.5294	27.0914	30.7499	29.2935
7	110018274	110056610	+	Ipo7	protein_coding	Ipo7	ensembl_havana	54.0966	54.3129	53.5603	53.9526	53.6836	51.4361	47.9142	51	54.6519	53.1447
6	148770683	148831468	-	Ipo8	protein_coding	Ipo8	ensembl_havana	35.8816	37.0812	37.2737	41.9392	40.0497	39.7062	36.9805	36.3417	40.1192	42.5475
1	135382312	135430500	-	Ipo9	protein_coding	Ipo9	ensembl_havana	46.02	45.7714	48.3533	50.2231	46.9537	54.9176	48.5098	49.6296	52.4443	50.4337
4	116507549	116538244	+	Ipp	protein_coding	Ipp	ensembl_havana	2.85843	3.29522	3.19928	3.94132	3.19531	3.73438	3.9731	3.23984	3.73653	3.59264
13	49421249	49464574	+	Ippk	protein_coding	Ippk	ensembl_havana	6.61401	6.95938	7.90142	7.96044	6.01845	7.47923	7.32907	5.88796	8.2872	7.3234
15	76009888	76046982	+	Iqank1	protein_coding	Iqank1	havana	1.26738	1.05454	1.50307	0.979834	1.17095	1.06553	0.79037	1.11758	1.37198	0.999212
5	24543432	24556810	-	Iqca1l	protein_coding	Iqca1l	ensembl_havana	0.00935023	0.00888698	0.0537775	0.0001	0.0001	0.0001	0.0542281	0.0001	0.0001	0.0001
16	36828385	36872722	+	Iqcb1	protein_coding	Iqcb1	ensembl_havana	7.93679	7.53934	9.11453	8.46145	8.51337	8.0805	7.49143	8.6676	8.49908	7.78043
4	129615126	129619100	-	Iqcc	protein_coding	Iqcc	ensembl_havana	6.90077	7.02968	7.95509	7.6487	7.15649	7.45813	6.73364	6.90217	6.95989	7.72728
5	120589016	120607119	+	Iqcd	protein_coding	Iqcd	ensembl_havana	2.96018	4.05089	4.03665	3.5739	3.14059	3.21749	3.15035	3.51216	2.88886	3.28441
5	140661827	140702379	-	Iqce	protein_coding	Iqce	ensembl_havana	13.3945	15.351	14.1602	14.3287	14.1707	14.3676	15.3292	13.2972	14.5555	16.1559
16	33012683	33056219	-	Iqcg	protein_coding	Iqcg	ensembl_havana	9.97185	9.28796	9.29702	8.68412	9.57478	8.53409	9.15855	10.048	9.53633	10.714
9	63421455	63602494	-	Iqch	protein_coding	Iqch	ensembl_havana	0.379359	0.395514	0.386578	0.3007	0.284605	0.516992	0.303217	0.450847	0.0893281	0.287079
3	67892220	68056594	+	Iqcj	protein_coding	Iqcj	ensembl_havana	0.157712	0.185847	0.110933	0.0883918	0.133932	0.0755776	0.147724	0.225273	0.195014	0.0442508
7	118855752	118972653	+	Iqck	protein_coding	Iqck	ensembl_havana	2.48841	2.97889	2.67324	2.88363	2.52782	3.27024	2.18688	2.10359	3.32385	3.1675
8	75448694	75984504	+	Iqcm	protein_coding	Iqcm	ensembl_havana	0.0186005	0.017674	0.0967194	0.0112333	0.0001	0.0317465	0.0650537	0.00949057	0.0335605	0.0532443
8	70703457	70717651	+	Iqcn	protein_coding	Iqcn	havana	0.323858	0.342792	0.311429	0.189367	0.21895	0.295467	0.259915	0.150349	0.234324	0.393367
7	80711583	80825975	-	Iqgap1	protein_coding	Iqgap1	ensembl_havana	19.1851	18.6109	18.9267	20.0735	20.386	19.5471	20.1791	19.401	18.883	20.9814
13	95627174	95892484	-	Iqgap2	protein_coding	Iqgap2	ensembl_havana	6.45676	4.97352	4.00444	5.22163	5.91998	6.86738	6.87436	7.45621	6.54722	3.87963
3	88081971	88121049	+	Iqgap3	protein_coding	Iqgap3	ensembl_havana	0.157354	0.140692	0.0645129	0.144833	0.404972	0.221625	0.205787	0.15974	0.290091	0.233935
3	67892232	68626467	+	Iqschfp	protein_coding	Iqschfp	havana	0.46328	0.327797	0.210402	0.0094854	0.159158	0.149577	0.0300824	0.136217	0.0432644	0.45063
6	90656088	90988686	-	Iqsec1	protein_coding	Iqsec1	ensembl_havana	52.2363	53.3281	48.879	52.3491	52.8198	54.7067	55.2868	54.5408	54.7977	57.6398
X	152144268	152225237	+	Iqsec2	protein_coding	Iqsec2	ensembl_havana	2.83992	2.44288	2.60882	2.28243	2.84515	2.69005	2.82559	3.03325	2.82194	2.45536
6	121372933	121473679	-	Iqsec3	protein_coding	Iqsec3	ensembl_havana	83.8721	85.8302	77.369	74.0704	78.3727	81.5134	77.5129	82.8142	81.6129	86.681
6	24444865	24515068	-	Iqub	protein_coding	Iqub	ensembl_havana	0.878872	1.14241	1.17027	1.12457	1.05058	1.47694	1.08266	1.40869	1.23814	0.999212
X	74013914	74023919	-	Irak1	protein_coding	Irak1	ensembl_havana	7.8628	6.6782	6.88155	7.16997	7.04707	6.57202	6.7553	7.24023	8.22024	6.65377
9	82829540	82847688	+	Irak1bp1	protein_coding	Irak1bp1	ensembl_havana	3.8482	3.69063	3.88635	3.8745	3.64395	4.06139	3.48595	3.7845	3.78114	3.06121
6	113638467	113695027	+	Irak2	protein_coding	Irak2	ensembl_havana	3.67228	4.4551	3.45693	4.0081	3.45793	4.52555	4.63347	3.13655	3.5023	3.7202
10	120141648	120202131	-	Irak3	protein_coding	Irak3	ensembl_havana	0.333108	0.140692	0.3329	0.122567	0.21895	0.337662	0.130007	0.16913	0.167403	0.265821
15	94543643	94581816	+	Irak4	protein_coding	Irak4	ensembl_havana	0.462611	0.413088	0.311429	0.289567	0.4378	0.569737	0.314043	0.4978	0.513162	0.350852
9	54863789	54912531	+	Ireb2	protein_coding	Ireb2	ensembl_havana	23.1719	23.1626	23.4679	23.7586	23.811	20.2855	20.3739	21.7299	25.5305	23.2985
11	53770014	53778375	+	Irf1	protein_coding	Irf1	ensembl_havana	0.832621	1.30057	1.26689	1.49197	1.43357	1.27651	1.27752	1.34295	0.992763	0.882295
8	46739732	46847459	+	Irf2	protein_coding	Irf2	ensembl_havana	11.2206	10.9223	10.3813	10.0758	10.7347	10.1164	12.0382	11.1655	10.4175	10.9478
7	19004044	19006778	+	Irf2bp1	protein_coding	Irf2bp1	ensembl_havana	9.41683	8.65527	8.98571	8.22764	8.22886	9.8949	8.44408	7.52195	9.53636	8.64136
8	126588296	126593987	-	Irf2bp2	protein_coding	Irf2bp2	ensembl_havana	21.2201	22.4508	17.9713	22.033	20.5501	22.3953	23.47	22.2557	19.898	19.9717
12	86880701	86884799	-	Irf2bpl	protein_coding	Irf2bpl	ensembl_havana	8.36231	8.3653	7.02111	5.53337	5.91999	6.31885	6.32226	7.54073	7.23873	6.39867
7	44997648	45002849	+	Irf3	protein_coding	Irf3	ensembl_havana	19.1111	17.5653	18.3578	19.7507	17.2673	21.699	18.7934	18.1051	16.5631	17.5802
13	30749226	30766977	+	Irf4	protein_coding	Irf4	ensembl_havana	0.286857	0.123118	0.204074	0.3007	0.503455	0.211077	0.238264	0.112787	0.212017	0.159533
6	29526625	29541872	+	Irf5	protein_coding	Irf5	ensembl_havana	0.490362	0.386727	0.204074	0.2005	0.240835	0.232174	0.303217	0.300598	0.178556	0.37211
1	193153111	193172024	+	Irf6	protein_coding	Irf6	ensembl_havana	0.610615	0.37794	0.225545	0.389767	0.284605	0.432602	0.51973	0.394504	0.401627	0.255192
7	141262706	141266482	-	Irf7	protein_coding	Irf7	ensembl_havana	2.32191	2.31108	2.86648	2.4383	2.61536	2.10987	2.92302	3.00508	2.34234	1.76449
8	120736358	120756695	+	Irf8	protein_coding	Irf8	ensembl_havana	0.425611	0.298857	0.289958	0.5011	0.361202	0.295467	0.292392	0.403894	0.502008	0.446512
14	55603571	55610031	+	Irf9	protein_coding	Irf9	ensembl_havana	6.17926	5.8786	5.60403	5.58903	5.63549	5.51713	4.94741	5.63445	5.40955	5.79283
11	48861968	48871684	-	Irgm1	protein_coding	Irgm1	ensembl_havana	0.81412	0.764567	0.719378	1.11343	1.18189	1.12882	0.736242	0.648049	0.792	1.23305
11	58199618	58222783	+	Irgm2	protein_coding	Irgm2	ensembl_havana	0.638366	0.809121	0.858939	0.779433	0.824332	0.675225	0.985231	0.463441	0.985533	0.871665
7	24530689	24538601	+	Irgq	protein_coding	Irgq	ensembl_havana	13.8014	14.0856	13.4946	15.1526	12.77	16.2347	14.8745	14.3395	15.3473	13.6475
1	82233101	82291417	-	Irs1	protein_coding	Irs1	ensembl_havana	19.3423	20.298	16.9836	18.2142	17.2345	19.4838	20.0491	19.5231	19.1507	15.9434
8	10984681	11008459	-	Irs2	protein_coding	Irs2	ensembl_havana	11.7571	12.8203	10.6282	11.512	10.5158	12.068	10.2411	12.1609	11.1871	10.9266
5	137643031	137645715	-	Irs3	protein_coding	Irs3	ensembl_havana	0.129603	0.0352479	0.0001	0.0335	0.0001	0.0001	0.0434025	0.0376623	0.0112535	0.0426154
X	141710998	141725264	-	Irs4	protein_coding	Irs4	ensembl_havana	0.0371009	0.0352479	0.0859839	0.0780334	0.08764	0.0422953	0.0975306	0.0470528	0.0670211	0.0213577
13	71957921	71963724	-	Irx1	protein_coding	Irx1	ensembl_havana	0.0463511	0.167053	0.107455	0.0557667	0.109525	0.232174	0.0975306	0.0282717	0.100482	0.106389
13	72628820	72634199	+	Irx2	protein_coding	Irx2	ensembl_havana	0.536613	0.413088	0.601288	0.6013	0.623822	0.506444	0.498079	0.66683	0.63585	0.765377
8	91798525	91802068	-	Irx3	protein_coding	Irx3	ensembl_havana	0.536613	0.562466	0.676436	0.289567	0.601937	0.35876	0.433125	0.732564	0.423934	0.5528
8	91800415	91807540	+	Irx3os	lncRNA	Irx3os	ensembl_havana	0.00935023	0.0352479	0.0108355	0.0223667	0.0548125	0.0211977	0.0109256	0.0470528	0.145096	0.0957597
13	73260479	73269609	+	Irx4	protein_coding	Irx4	ensembl_havana	1.60964	0.984241	1.08438	1.19137	1.26943	1.14992	1.64559	1.13636	1.17122	1.19053
